,Price,Sqtft,Location,NoofBedrooms,SwimmingPool,JoggingTrack,RainWaterHarvesting,CarParking
3723,15000000,580,Perungalathur,2,9,9,9,9
3724,8512000,1450,Perungalathur,3,9,9,9,9
3725,4200000,1364,Mugalivakkam,3,9,9,9,9
3726,4300000,1657,Mogappair,3,9,9,9,9
3727,4400000,1333,Mogappair,2,9,9,9,9
3728,4300000,1100,Iyyappanthangal,2,9,9,9,9
3729,10400000,1125,Iyyappanthangal,2,9,9,9,9
3730,6300000,1165,Iyyappanthangal,2,9,9,9,9
3731,6172000,1125,Iyyappanthangal,2,9,9,9,9
3732,6300000,1495,Iyappanthangal,3,9,9,9,9
3733,5800000,1130,Iyappanthangal,2,9,9,9,9
3734,9500000,1286,Kanathur Reddikuppam,2,9,9,9,9
3735,25400000,1130,Iyappanthangal,2,9,9,9,9
3736,24400000,1090,Guduvancheri,3,9,9,9,9
3737,3000000,1312,Valasaravakkam,2,9,9,9,9
3738,3800000,1591,Egmore,3,9,9,9,9
3739,7200000,1526,Egmore,3,9,9,9,9
3740,7420000,706,Madipakkam,2,9,9,9,9
3741,6440000,787,Madipakkam,2,9,9,9,9
3742,9613000,1458,Madipakkam,3,9,9,9,9
3743,9613000,1060,Perambur,2,9,9,9,9
3744,7416000,920,Perambur,2,9,9,9,9
3745,11299999,1479,Maduravoyal,3,9,9,9,9
3746,7026000,1479,Valasaravakkam,3,9,9,9,9
3747,6083000,1141,Valasaravakkam,2,9,9,9,9
3748,4153000,2343,Navallur,4,9,9,9,9
3749,3553000,1579,Navallur,3,9,9,9,9
3750,7152000,1106,Mugalivakkam,2,9,9,9,9
3751,11100000,989,Gerugambakkam,2,9,9,9,9
3752,8981000,846,Gerugambakkam,2,9,9,9,9
3753,3289000,974,Gowrivakkam,2,9,9,9,9
3754,6400000,1474,Mugalivakkam,3,9,9,9,9
3755,4710000,1633,Mugalivakkam,3,9,9,9,9
3756,4737000,598,Mugalivakkam,1,9,9,9,9
3757,6717000,1240,Pallikaranai,2,9,9,9,9
3758,5821000,1047,Ambattur,2,9,9,9,9
3759,6730000,1053,Ambattur,2,9,9,9,9
3760,5695000,1493,Ambattur,3,9,9,9,9
3761,5682000,1294,Ambattur,3,9,9,9,9
3762,6739000,1496,Ambattur,3,9,9,9,9
3763,5385000,1266,Ambattur,3,9,9,9,9
3764,4702000,1263,Ambattur,3,9,9,9,9
3765,2358000,1498,Ambattur,3,9,9,9,9
3766,2340000,1436,Thalambur,3,9,9,9,9
3767,3701000,1254,Thalambur,2,9,9,9,9
3768,3543000,629,Thalambur,1,9,9,9,9
3769,4762000,624,Thalambur,1,9,9,9,9
3770,11299999,987,Thalambur,2,9,9,9,9
3771,7026000,945,Thalambur,2,9,9,9,9
3772,2340000,1270,Thalambur,2,9,9,9,9
3773,3701000,2343,Navallur,4,9,9,9,9
3774,3543000,1579,Navallur,3,9,9,9,9
3775,4762000,624,Thalambur,1,9,9,9,9
3776,6400000,987,Thalambur,2,9,9,9,9
3777,8400000,945,Thalambur,2,9,9,9,9
3778,6312000,1270,Thalambur,2,9,9,9,9
3779,12000000,1240,Pallikaranai,2,9,9,9,9
3780,7931999,1504,Navallur,3,9,9,9,9
3781,7403000,1058,Navallur,2,9,9,9,9
3782,8013000,1833,Ambattur,3,9,9,9,9
3783,6663000,1469,Vengaivasal,3,9,9,9,9
3784,49900000,1371,Vengaivasal,3,9,9,9,9
3785,5050000,1484,Vengaivasal,3,9,9,9,9
3786,3342000,1234,Vengaivasal,2,9,9,9,9
3787,2470000,2777,Raja Annamalai Puram,3,9,9,9,9
3788,9980000,1378,Vandalur,3,9,9,9,9
3789,9937000,748,Padur,2,9,9,9,9
3790,4928000,690,Guduvancheri,2,9,9,9,9
3791,7198999,2333,Padur,4,9,9,9,9
3792,9548000,2323,Padur,4,9,9,9,9
3793,49900000,1152,Padur,2,9,9,9,9
3794,5050000,1683,Padur,3,9,9,9,9
3795,2458000,2232,Padur,4,9,9,9,9
3796,9900000,2777,Raja Annamalai Puram,3,9,9,9,9
3797,3244000,1378,Vandalur,3,9,9,9,9
3798,6773999,523,Nanmangalam,1,9,9,9,9
3799,7073000,1436,Pallikaranai,3,9,9,9,9
3800,5965000,721,Ambattur,2,9,9,9,9
3801,35100000,1130,Porur,2,9,9,9,9
3802,10500000,962,Gowrivakkam,2,9,9,9,9
3803,9453000,1250,Madambakkam,3,9,9,9,9
3804,30700000,4682,Sholinganallur,4,9,9,9,9
3805,10600000,1838,Sholinganallur,3,9,9,9,9
3806,34200000,1644,Sholinganallur,3,9,9,9,9
3807,12900000,4105,Sholinganallur,4,9,9,9,9
3808,35500000,1846,Sholinganallur,3,9,9,9,9
3809,8924000,4026,Sholinganallur,4,9,9,9,9
3810,10800000,2250,Sholinganallur,3,9,9,9,9
3811,40100000,4736,Sholinganallur,4,9,9,9,9
3812,33300000,1552,Sholinganallur,3,9,9,9,9
3813,33300000,1889,Sholinganallur,3,9,9,9,9
3814,35100000,4727,Sholinganallur,4,9,9,9,9
3815,9522000,4452,Sholinganallur,4,9,9,9,9
3816,32400000,4451,Sholinganallur,4,9,9,9,9
3817,10600000,4690,Sholinganallur,4,9,9,9,9
3818,32200000,1656,Sholinganallur,3,9,9,9,9
3819,4640000,4321,Sholinganallur,4,9,9,9,9
3820,3500000,1859,Sholinganallur,3,9,9,9,9
3821,4456000,4297,Sholinganallur,4,9,9,9,9
3822,4445000,1037,Ayanambakkam,2,9,9,9,9
3823,35100000,777,Nanmangalam,2,9,9,9,9
3824,8303000,992,Nanmangalam,2,9,9,9,9
3825,10500000,980,Madambakkam,2,9,9,9,9
3826,9453000,4682,Sholinganallur,4,9,9,9,9
3827,30700000,1444,Sholinganallur,3,9,9,9,9
3828,10600000,1838,Sholinganallur,3,9,9,9,9
3829,34200000,1644,Sholinganallur,3,9,9,9,9
3830,12900000,4105,Sholinganallur,4,9,9,9,9
3831,35500000,1846,Sholinganallur,3,9,9,9,9
3832,7844000,4026,Sholinganallur,4,9,9,9,9
3833,4147999,2250,Sholinganallur,3,9,9,9,9
3834,7848999,4736,Sholinganallur,4,9,9,9,9
3835,7880000,1753,Ayanambakkam,3,9,9,9,9
3836,4170000,927,Ayanambakkam,2,9,9,9,9
3837,7804000,1754,Ayanambakkam,3,9,9,9,9
3838,7813000,1761,Ayanambakkam,3,9,9,9,9
3839,4680000,932,Ayanambakkam,2,9,9,9,9
3840,4676000,1744,Ayanambakkam,3,9,9,9,9
3841,4667000,1746,Ayanambakkam,3,9,9,9,9
3842,4654000,1046,Ayanambakkam,2,9,9,9,9
3843,4698000,1045,Ayanambakkam,2,9,9,9,9
3844,4694000,1043,Ayanambakkam,2,9,9,9,9
3845,4609000,1040,Ayanambakkam,2,9,9,9,9
3846,4604000,1050,Ayanambakkam,2,9,9,9,9
3847,4649000,1049,Ayanambakkam,2,9,9,9,9
3848,4645000,1030,Ayanambakkam,2,9,9,9,9
3849,4264000,1029,Ayanambakkam,2,9,9,9,9
3850,4260000,1039,Ayanambakkam,2,9,9,9,9
3851,4255000,1038,Ayanambakkam,2,9,9,9,9
3852,6480000,953,Ayanambakkam,2,9,9,9,9
3853,4435000,952,Ayanambakkam,2,9,9,9,9
3854,6570999,951,Ayanambakkam,2,9,9,9,9
3855,5640000,1350,Kovur,3,9,9,9,9
3856,2952000,924,Kovur,2,9,9,9,9
3857,2800000,1369,Kovur,3,9,9,9,9
3858,10200000,1175,Kovur,2,9,9,9,9
3859,8014000,615,Kovur,2,9,9,9,9
3860,10100000,698,Poonamallee,1,9,9,9,9
3861,9222000,980,Vadapalani,2,9,9,9,9
3862,7681000,1373,Poonamallee,2,9,9,9,9
3863,9018000,1740,Poonamallee,3,9,9,9,9
3864,8901000,1580,Poonamallee,3,9,9,9,9
3865,3565999,1316,Poonamallee,2,9,9,9,9
3866,3490000,1545,Poonamallee,2,9,9,9,9
3867,7531000,1525,Poonamallee,2,9,9,9,9
3868,7276000,611,Poonamallee,1,9,9,9,9
3869,8313000,598,Poonamallee,1,9,9,9,9
3870,17900000,1772,Maraimalai Nagar,3,9,9,9,9
3871,18600000,1712,Maraimalai Nagar,3,9,9,9,9
3872,8424000,1956,Maraimalai Nagar,3,9,9,9,9
3873,7365000,1707,Vadapalani,3,9,9,9,9
3874,6188000,1777,Vadapalani,3,9,9,9,9
3875,5621000,1575,Iyappanthangal,3,9,9,9,9
3876,5846000,1377,Iyappanthangal,3,9,9,9,9
3877,6909999,1157,Iyappanthangal,2,9,9,9,9
3878,3188000,1051,Iyappanthangal,2,9,9,9,9
3879,6937000,1093,Iyappanthangal,2,9,9,9,9
3880,3347999,1292,Iyappanthangal,3,9,9,9,9
3881,4755000,596,Iyappanthangal,1,9,9,9,9
3882,8515000,1297,Iyappanthangal,3,9,9,9,9
3883,4862000,626,Iyappanthangal,1,9,9,9,9
3884,5284000,889,Iyappanthangal,2,9,9,9,9
3885,7830000,1592,Iyappanthangal,3,9,9,9,9
3886,4899000,909,Iyappanthangal,2,9,9,9,9
3887,3097000,988,Iyappanthangal,2,9,9,9,9
3888,7130000,1464,Iyappanthangal,3,9,9,9,9
3889,3102000,916,Iyappanthangal,2,9,9,9,9
3890,8014000,579,Iyappanthangal,1,9,9,9,9
3891,10100000,1333,Iyappanthangal,3,9,9,9,9
3892,4175000,580,Iyappanthangal,1,9,9,9,9
3893,4501000,1373,Poonamallee,2,9,9,9,9
3894,4492000,1740,Poonamallee,3,9,9,9,9
3895,4193000,933,Ayanambakkam,2,9,9,9,9
3896,7844000,1006,Ayanambakkam,2,9,9,9,9
3897,4147999,1004,Ayanambakkam,2,9,9,9,9
3898,7848999,937,Ayanambakkam,2,9,9,9,9
3899,7880000,1753,Ayanambakkam,3,9,9,9,9
3900,4170000,927,Ayanambakkam,2,9,9,9,9
3901,7804000,1754,Ayanambakkam,3,9,9,9,9
3902,7813000,1761,Ayanambakkam,3,9,9,9,9
3903,4680000,932,Ayanambakkam,2,9,9,9,9
3904,4676000,1744,Ayanambakkam,3,9,9,9,9
3905,4667000,1746,Ayanambakkam,3,9,9,9,9
3906,4654000,1046,Ayanambakkam,2,9,9,9,9
3907,4698000,1045,Ayanambakkam,2,9,9,9,9
3908,4694000,1043,Ayanambakkam,2,9,9,9,9
3909,4609000,1040,Ayanambakkam,2,9,9,9,9
3910,4604000,1050,Ayanambakkam,2,9,9,9,9
3911,4649000,1049,Ayanambakkam,2,9,9,9,9
3912,4645000,1030,Ayanambakkam,2,9,9,9,9
3913,4264000,1029,Ayanambakkam,2,9,9,9,9
3914,4260000,1039,Ayanambakkam,2,9,9,9,9
3915,4255000,1038,Ayanambakkam,2,9,9,9,9
3916,4251000,953,Ayanambakkam,2,9,9,9,9
3917,4577000,952,Ayanambakkam,2,9,9,9,9
3918,4573000,951,Ayanambakkam,2,9,9,9,9
3919,4246000,950,Ayanambakkam,2,9,9,9,9
3920,5541000,1023,Ayanambakkam,2,9,9,9,9
3921,3070000,1022,Ayanambakkam,2,9,9,9,9
3922,8424000,949,Ayanambakkam,2,9,9,9,9
3923,7365000,1036,Iyappanthangal,2,9,9,9,9
3924,6188000,574,Iyappanthangal,1,9,9,9,9
3925,5621000,1575,Iyappanthangal,3,9,9,9,9
3926,5846000,1377,Iyappanthangal,3,9,9,9,9
3927,6909999,1157,Iyappanthangal,2,9,9,9,9
3928,3188000,1051,Iyappanthangal,2,9,9,9,9
3929,6937000,1093,Iyappanthangal,2,9,9,9,9
3930,3347999,1292,Iyappanthangal,3,9,9,9,9
3931,4755000,596,Iyappanthangal,1,9,9,9,9
3932,8515000,1297,Iyappanthangal,3,9,9,9,9
3933,4862000,626,Iyappanthangal,1,9,9,9,9
3934,5284000,889,Iyappanthangal,2,9,9,9,9
3935,7830000,1592,Iyappanthangal,3,9,9,9,9
3936,4899000,909,Iyappanthangal,2,9,9,9,9
3937,3097000,988,Iyappanthangal,2,9,9,9,9
3938,7130000,1464,Iyappanthangal,3,9,9,9,9
3939,3102000,916,Iyappanthangal,2,9,9,9,9
3940,2710000,579,Iyappanthangal,1,9,9,9,9
3941,3260000,1333,Iyappanthangal,3,9,9,9,9
3942,2276000,580,Iyappanthangal,1,9,9,9,9
3943,2272000,873,Vandalur,2,9,9,9,9
3944,2347000,1051,Vandalur,2,9,9,9,9
3945,5321000,607,Thalambur,1,9,9,9,9
3946,3457000,606,Thalambur,1,9,9,9,9
3947,5557000,626,Thalambur,1,9,9,9,9
3948,4316000,1419,Thalambur,3,9,9,9,9
3949,5116000,922,Thalambur,2,9,9,9,9
3950,4792000,1482,Thalambur,3,9,9,9,9
3951,4788000,1151,Thalambur,3,9,9,9,9
3952,6969000,1066,Kovur,2,9,9,9,9
3953,4556000,1278,Thalambur,3,9,9,9,9
3954,3967000,1277,Thalambur,3,9,9,9,9
3955,6480000,1452,Kovur,3,9,9,9,9
3956,5246000,1215,Thalambur,2,9,9,9,9
3957,3671000,1058,Thalambur,2,9,9,9,9
3958,4435000,1350,Kovur,3,9,9,9,9
3959,6570999,1399,Thalambur,3,9,9,9,9
3960,5640000,979,Thalambur,2,9,9,9,9
3961,2952000,924,Kovur,2,9,9,9,9
3962,11500000,1369,Kovur,3,9,9,9,9
3963,9510000,1175,Kovur,2,9,9,9,9
3964,6611000,615,Kovur,2,9,9,9,9
3965,10300000,2021,Navallur,4,9,9,9,9
3966,5100000,1650,Navallur,3,9,9,9,9
3967,6167000,1158,Navallur,2,9,9,9,9
3968,46600000,1699,Navallur,3,9,9,9,9
3969,56200000,990,Selaiyur,2,9,9,9,9
3970,6500000,1386,Navallur,3,9,9,9,9
3971,15300000,2590,Raja Annamalai Puram,3,9,9,9,9
3972,14700000,3126,Raja Annamalai Puram,3,9,9,9,9
3973,6164000,1032,Sholinganallur,2,9,9,9,9
3974,8345999,3583,Padur,4,9,9,9,9
3975,7212000,3452,Padur,4,9,9,9,9
3976,14800000,1441,Padur,3,9,9,9,9
3977,18100000,1951,Padur,3,9,9,9,9
3978,4915000,1686,Padur,3,9,9,9,9
3979,4906000,3470,Padur,4,9,9,9,9
3980,5394000,4251,Padur,4,9,9,9,9
3981,15100000,1149,Padur,2,9,9,9,9
3982,6258000,1147,Padur,2,9,9,9,9
3983,17300000,1261,Padur,2,9,9,9,9
3984,6280000,3549,Padur,4,9,9,9,9
3985,7118000,1463,Padur,3,9,9,9,9
3986,2297000,4065,Padur,4,9,9,9,9
3987,8792000,1468,Padur,3,9,9,9,9
3988,8836000,1664,Padur,3,9,9,9,9
3989,6995999,428,Padur,2,9,9,9,9
3990,9119000,1307,Karapakkam,3,9,9,9,9
3991,6977000,1314,Karapakkam,3,9,9,9,9
3992,19000000,1027,Karapakkam,2,9,9,9,9
3993,10400000,1358,Karapakkam,3,9,9,9,9
3994,8721000,1024,Karapakkam,2,9,9,9,9
3995,10400000,2686,Karapakkam,4,9,9,9,9
3996,13200000,1561,Karapakkam,3,9,9,9,9
3997,10400000,1296,Karapakkam,3,9,9,9,9
3998,13799999,1566,Karapakkam,3,9,9,9,9
3999,18600000,1829,Karapakkam,3,9,9,9,9
4000,18500000,1564,Karapakkam,3,9,9,9,9
4001,10600000,1944,Karapakkam,3,9,9,9,9
4002,4942000,2630,Karapakkam,4,9,9,9,9
4003,3289000,2616,Karapakkam,4,9,9,9,9
4004,4045000,1599,Karapakkam,3,9,9,9,9
4005,4038000,1131,Perungalathur,2,9,9,9,9
4006,4988000,765,Porur,1,9,9,9,9
4007,3990000,1116,Vandalur,2,9,9,9,9
4008,57000000,1114,Vandalur,2,9,9,9,9
4009,50199999,1360,Vandalur,3,9,9,9,9
4010,45500000,1101,Vandalur,2,9,9,9,9
4011,76900000,3170,Raja Annamalai Puram,3,9,9,9,9
4012,44900000,2789,Raja Annamalai Puram,3,9,9,9,9
4013,63000000,2533,Raja Annamalai Puram,3,9,9,9,9
4014,5292000,4273,Raja Annamalai Puram,4,9,9,9,9
4015,4061999,2498,Raja Annamalai Puram,3,9,9,9,9
4016,5533000,3500,Raja Annamalai Puram,4,9,9,9,9
4017,6800000,1448,Vandalur,3,9,9,9,9
4018,11000000,1121,Vandalur,2,9,9,9,9
4019,4500000,1518,Vandalur,3,9,9,9,9
4020,6500000,1110,Valasaravakkam,2,9,9,9,9
4021,8000000,910,Medavakkam,2,9,9,9,9
4022,4934000,1100,Porur,2,9,9,9,9
4023,3400000,990,Chromepet,2,9,9,9,9
4024,5800000,1294,Chromepet,3,9,9,9,9
4025,3143000,999,Moolacheri,2,9,9,9,9
4026,3400000,603,Moolacheri,2,9,9,9,9
4027,3200000,1152,Moolacheri,2,9,9,9,9
4028,8108000,603,Moolacheri,1,9,9,9,9
4029,17600000,612,Moolacheri,2,9,9,9,9
4030,12600000,612,Moolacheri,1,9,9,9,9
4031,12000000,1243,Pallikaranai,2,9,9,9,9
4032,16500000,2712,Pallikaranai,4,9,9,9,9
4033,8200000,1944,Pallikaranai,3,9,9,9,9
4034,5957000,1922,Pallikaranai,3,9,9,9,9
4035,3300000,2691,Pallikaranai,4,9,9,9,9
4036,9056000,1255,Pallikaranai,2,9,9,9,9
4037,7917000,1036,Iyappanthangal,2,9,9,9,9
4038,6652000,574,Iyappanthangal,1,9,9,9,9
4039,6043000,1575,Iyappanthangal,3,9,9,9,9
4040,6284000,1377,Iyappanthangal,3,9,9,9,9
4041,7429000,1157,Iyappanthangal,2,9,9,9,9
4042,3427000,1051,Iyappanthangal,2,9,9,9,9
4043,7456999,1093,Iyappanthangal,2,9,9,9,9
4044,3599000,1292,Iyappanthangal,3,9,9,9,9
4045,5111000,596,Iyappanthangal,1,9,9,9,9
4046,9154000,1297,Iyappanthangal,3,9,9,9,9
4047,5226000,626,Iyappanthangal,1,9,9,9,9
4048,5681000,889,Iyappanthangal,2,9,9,9,9
4049,8418000,1592,Iyappanthangal,3,9,9,9,9
4050,5267000,909,Iyappanthangal,2,9,9,9,9
4051,3329000,988,Iyappanthangal,2,9,9,9,9
4052,7664000,1464,Iyappanthangal,3,9,9,9,9
4053,3335000,916,Iyappanthangal,2,9,9,9,9
4054,6800000,579,Iyappanthangal,1,9,9,9,9
4055,5400000,1333,Iyappanthangal,3,9,9,9,9
4056,2760000,580,Iyappanthangal,1,9,9,9,9
4057,3756000,1110,Maduravoyal,2,9,9,9,9
4058,6000000,811,Kilkattalai,2,9,9,9,9
4059,2628000,600,Pammal,2,9,9,9,9
4060,4100000,840,Pammal,2,9,9,9,9
4061,2840000,1220,Pammal,3,9,9,9,9
4062,5243000,730,Thiruneermalai,2,9,9,9,9
4063,4480000,777,Pammal,2,9,9,9,9
4064,6900000,789,Kundrathur,2,9,9,9,9
4065,3900000,1070,Pallavaram,3,9,9,9,9
4066,2520000,1120,Pammal,3,9,9,9,9
4067,3500000,1453,Pallavaram,3,9,9,9,9
4068,3000000,1195,Kundrathur,1,9,9,9,9
4069,3295000,700,Kundrathur,2,9,9,9,9
4070,3865000,915,Kumananchavadi,2,9,9,9,9
4071,2840000,755,Kumananchavadi,2,9,9,9,9
4072,3500000,845,Kolapakkam,2,9,9,9,9
4073,6934999,777,Pammal,2,9,9,9,9
4074,51600000,789,Kundrathur,2,9,9,9,9
4075,17000000,915,Mangadu,2,9,9,9,9
4076,5536000,1067,Maduravoyal,2,9,9,9,9
4077,7100000,2348,Alwarpet,3,9,9,9,9
4078,5500000,1215,Anna Nagar,3,9,9,9,9
4079,7100000,1061,Vanagaram,2,9,9,9,9
4080,9072000,1123,Porur,2,9,9,9,9
4081,2100000,811,Kilkattalai,1,9,9,9,9
4082,2000000,1123,Iyappanthangal,2,9,9,9,9
4083,2386000,1260,Arumbakkam,2,9,9,9,9
4084,3918000,580,Pammal,1,9,9,9,9
4085,46100000,450,Anakaputhur,1,9,9,9,9
4086,2600000,575,Thiruverkadu,1,9,9,9,9
4087,8000000,982,Guduvancheri,2,9,9,9,9
4088,3200000,2882,Egmore,3,9,9,9,9
4089,3400000,571,Pallavaram,1,9,9,9,9
4090,4115999,3500,Pammal,5,9,9,9,9
4091,3560000,612,Moolacheri,1,9,9,9,9
4092,5540000,1052,Kundrathur,2,9,9,9,9
4093,8901000,980,Vanagaram,2,9,9,9,9
4094,3800000,890,Ambattur,2,9,9,9,9
4095,11000000,1539,Poonamallee,2,9,9,9,9
4096,11500000,1535,Kolapakkam,3,9,9,9,9
4097,14000000,1215,Irandankattalai,2,9,9,9,9
4098,11000000,1200,Nanganallur,3,9,9,9,9
4099,9000000,1300,Nanganallur,3,9,9,9,9
4100,5700000,1464,Virugambakkam,3,9,9,9,9
4101,2000000,1191,Adambakkam,3,9,9,9,9
4102,3100000,950,Adambakkam,2,9,9,9,9
4103,2400000,830,Kolathur,2,9,9,9,9
4104,7900000,520,Mevalurkuppam,1,9,9,9,9
4105,5407000,611,Pallikaranai,1,9,9,9,9
4106,6367000,580,Pozhichalur,1,9,9,9,9
4107,7148999,1190,Mogappair,2,9,9,9,9
4108,6556000,1442,Thalambur,2,9,9,9,9
4109,5781000,1499,Padur,2,9,9,9,9
4110,32400000,1683,Padur,2,9,9,9,9
4111,35500000,1395,Madambakkam,3,9,9,9,9
4112,3740000,1361,Padur,1,9,9,9,9
4113,7370000,4321,Sholinganallur,4,9,9,9,9
4114,7390000,4736,Sholinganallur,4,9,9,9,9
4115,9557000,841,Perungalathur,2,9,9,9,9
4116,6342000,1100,Porur,2,9,9,9,9
4117,61100000,1345,Pallavaram,3,9,9,9,9
4118,7017000,1554,Perungudi,3,9,9,9,9
4119,6800000,1510,Poonamallee,3,9,9,9,9
4120,3679999,2781,Alwarpet,4,9,9,9,9
4121,7600000,1340,Porur,3,9,9,9,9
4122,4300000,1130,Porur,2,9,9,9,9
4123,5500000,780,Perungalathur,2,9,9,9,9
4124,3500000,1295,Egatoor,2,9,9,9,9
4125,2785000,1081,Avadi,2,9,9,9,9
4126,4809000,815,Virugambakkam,2,9,9,9,9
4127,2800000,510,Porur,1,9,9,9,9
4128,7213000,733,Pozhichalur,1,9,9,9,9
4129,10100000,1093,Pammal,2,9,9,9,9
4130,10500000,570,Pammal,1,9,9,9,9
4131,14900000,1173,Perungudi,1,9,9,9,9
4132,9200000,2323,Padur,4,9,9,9,9
4133,2840000,1850,Mogappair,3,9,9,9,9
4134,3400000,2300,Korattur,3,9,9,9,9
4135,5700000,1655,Siruseri,3,9,9,9,9
4136,3800000,789,Kundrathur,2,9,9,9,9
4137,2400000,1044,Kundrathur,2,9,9,9,9
4138,4500000,1300,Pammal,1,9,9,9,9
4139,6500000,1168,Kundrathur,2,9,9,9,9
4140,5000000,580,Pozhichalur,1,9,9,9,9
4141,6450000,858,Kolathur,2,9,9,9,9
4142,5407000,1130,Porur,3,9,9,9,9
4143,6367000,800,Kilkattalai,2,9,9,9,9
4144,7148999,1180,Iyyappanthangal,3,9,9,9,9
4145,6556000,1442,Thalambur,2,9,9,9,9
4146,5781000,1499,Padur,2,9,9,9,9
4147,32400000,1683,Padur,2,9,9,9,9
4148,3740000,1395,Madambakkam,3,9,9,9,9
4149,7370000,1361,Padur,1,9,9,9,9
4150,7390000,4321,Sholinganallur,4,9,9,9,9
4151,6493000,841,Perungalathur,2,9,9,9,9
4152,6956999,1100,Porur,2,9,9,9,9
4153,4335000,1345,Pallavaram,3,9,9,9,9
4154,4255000,1443,Perumbakkam,3,9,9,9,9
4155,8100000,1456,Perumbakkam,3,9,9,9,9
4156,8600000,867,Ambattur,2,9,9,9,9
4157,5600000,925,Iyyappanthangal,2,9,9,9,9
4158,12500000,1102,Tambaram Sanatoruim,3,9,9,9,9
4159,6366000,1270,tambaram west,3,9,9,9,9
4160,6800000,1044,Madambakkam,3,9,9,9,9
4161,8000000,1250,Nandambakkam,3,9,9,9,9
4162,6100000,1286,Kanathur Reddikuppam,2,9,9,9,9
4163,7209000,913,Tambaram Sanatoruim,2,9,9,9,9
4164,2000000,1125,Rajakilpakkam,3,9,9,9,9
4165,7811000,888,Korattur,2,9,9,9,9
4166,6233000,1502,Kanathur Reddikuppam,3,9,9,9,9
4167,5988000,598,Guduvancheri,2,9,9,9,9
4168,5710000,1048,Gowrivakkam,2,9,9,9,9
4169,3544000,1212,Pallavaram,2,9,9,9,9
4170,2600000,1155,Pallavaram,2,9,9,9,9
4171,3900000,1021,Pallavaram,2,9,9,9,9
4172,2100000,588,Pallavaram,2,9,9,9,9
4173,2100000,920,Avadi,2,9,9,9,9
4174,2827000,1195,Kundrathur,2,9,9,9,9
4175,4305000,580,Pammal,1,9,9,9,9
4176,2000000,580,Pammal,1,9,9,9,9
4177,3900000,725,Pozhichalur,2,9,9,9,9
4178,5700000,861,Pammal,1,9,9,9,9
4179,9083000,500,Pammal,1,9,9,9,9
4180,14900000,1195,Kundrathur,3,9,9,9,9
4181,9200000,1300,Pammal,2,9,9,9,9
4182,2840000,1653,Pallavaram,3,9,9,9,9
4183,3400000,2300,Korattur,3,9,9,9,9
4184,5700000,1655,Siruseri,3,9,9,9,9
4185,3800000,789,Kundrathur,2,9,9,9,9
4186,5310000,1044,Kundrathur,2,9,9,9,9
4187,4165000,1300,Pammal,1,9,9,9,9
4188,7540000,1168,Kundrathur,2,9,9,9,9
4189,6500000,1250,Padur,2,9,9,9,9
4190,5000000,833,Medavakkam,2,9,9,9,9
4191,6400000,1160,Chitlapakkam,3,9,9,9,9
4192,6500000,1130,Porur,3,9,9,9,9
4193,5000000,820,Kilkattalai,2,9,9,9,9
4194,6450000,1140,Iyyappanthangal,3,9,9,9,9
4195,6366000,1130,Porur,3,9,9,9,9
4196,2400000,800,Kilkattalai,2,9,9,9,9
4197,2400000,1180,Iyyappanthangal,3,9,9,9,9
4198,7811000,1286,Kanathur Reddikuppam,2,9,9,9,9
4199,6233000,677,Avadi,2,9,9,9,9
4200,5988000,677,Avadi,2,9,9,9,9
4201,5710000,1048,Gowrivakkam,2,9,9,9,9
4202,3544000,1212,Pallavaram,2,9,9,9,9
4203,2600000,1155,Pallavaram,2,9,9,9,9
4204,2100000,1021,Pallavaram,2,9,9,9,9
4205,4400000,588,Pallavaram,2,9,9,9,9
4206,5500000,920,Avadi,2,9,9,9,9
4207,4700000,656,Avadi,2,9,9,9,9
4208,4000000,995,Kelambakkam,2,9,9,9,9
4209,10700000,1212,Kelambakkam,3,9,9,9,9
4210,4790000,1000,Kelambakkam,2,9,9,9,9
4211,3399000,975,Kelambakkam,2,9,9,9,9
4212,3472999,1492,Gowrivakkam,3,9,9,9,9
4213,4281000,1004,Thiruverkadu,2,9,9,9,9
4214,3023000,912,Vengaivasal,2,9,9,9,9
4215,8500000,696,Pallavaram,2,9,9,9,9
4216,6266000,858,Pallavaram,2,9,9,9,9
4217,7600000,606,Pallavaram,2,9,9,9,9
4218,6325000,1160,Madipakkam,3,9,9,9,9
4219,4915000,1567,Avadi,3,9,9,9,9
4220,9792000,1295,Egatoor,2,9,9,9,9
4221,4800000,1255,Pallikaranai,1,9,9,9,9
4222,36000000,1299,Avadi,3,9,9,9,9
4223,6342000,1943,Pallikaranai,2,9,9,9,9
4224,2703000,1145,Thalambur,2,9,9,9,9
4225,12100000,2400,Chetpet,3,9,9,9,9
4226,5839000,1510,Poonamallee,3,9,9,9,9
4227,7900000,555,Thiruverkadu,1,9,9,9,9
4228,2760000,1850,Sholinganallur,3,9,9,9,9
4229,5060000,1123,Iyyappanthangal,3,9,9,9,9
4230,3270000,1160,Nanganallur,3,9,9,9,9
4231,2930000,600,Pammal,2,9,9,9,9
4232,2070000,1100,Pammal,3,9,9,9,9
4233,18500000,711,Pammal,2,9,9,9,9
4234,19000000,637,Pammal,2,9,9,9,9
4235,18000000,450,Pammal,1,9,9,9,9
4236,3399000,1850,Guindy,3,9,9,9,9
4237,8100000,1850,Guindy,3,9,9,9,9
4238,8600000,1850,Guindy,3,9,9,9,9
